time [s],x [m],y [m],speed [m/s],acceleration [m/s²]
48.2252,1.04614,0.135888,0.0281353,0.0274667
48.2695,1.04614,0.134615,0.0293367,0.0267425
48.3138,1.04614,0.133289,0.0305042,0.0259392
48.3581,1.04614,0.131912,0.0316344,0.0250608
48.4024,1.04614,0.130486,0.0327241,0.024111
48.4467,1.04614,0.129012,0.0337703,0.0230937
48.491,1.04614,0.127494,0.0347699,0.0220128
48.5353,1.04614,0.125932,0.0357203,0.0208722
48.5797,1.04614,0.124329,0.0366189,0.0196757
48.624,1.04614,0.122687,0.0374633,0.018427
48.6683,1.04614,0.121009,0.0382513,0.0171302
48.7126,1.04614,0.119298,0.0389808,0.0157891
48.7569,1.04614,0.117555,0.03965,0.0144075
48.8012,1.04614,0.115785,0.0402571,0.0129892
48.8455,1.04614,0.113989,0.0408006,0.0115382
48.8898,1.04614,0.11217,0.0412792,0.0100582
48.9342,1.04614,0.110331,0.0416917,0.00855323
48.9785,1.04614,0.108476,0.042037,0.00702702
49.0228,1.04614,0.106607,0.0423142,0.00548345
49.0671,1.04614,0.104727,0.0425227,0.00392639
49.1114,1.04614,0.102839,0.042662,0.00235969
49.1557,1.04614,0.100947,0.0427318,0.000787206
49.2,1.04614,0.0990531,0.0427318,-0.000787206
49.2443,1.04614,0.0971608,0.042662,-0.00235969
49.2887,1.04614,0.0952732,0.0425227,-0.00392639
49.333,1.04614,0.0933933,0.0423142,-0.00548345
49.3773,1.04614,0.0915241,0.042037,-0.00702702
49.4216,1.04614,0.0896687,0.0416917,-0.00855323
49.4659,1.04614,0.0878302,0.0412792,-0.0100582
49.5102,1.04614,0.0860114,0.0408006,-0.0115382
49.5545,1.04614,0.0842152,0.0402571,-0.0129892
49.5988,1.04614,0.0824445,0.03965,-0.0144075
49.6432,1.04614,0.0807021,0.0389808,-0.0157891
49.6875,1.04614,0.0789907,0.0382513,-0.0171302
49.7318,1.04614,0.077313,0.0374633,-0.018427
49.7761,1.04614,0.0756714,0.0366189,-0.0196757
49.8204,1.04614,0.0740684,0.0357203,-0.0208722
49.8647,1.04614,0.0725064,0.0347699,-0.0220128
49.909,1.04614,0.0709877,0.0337703,-0.0230937
49.9533,1.04614,0.0695142,0.0327241,-0.024111
49.9977,1.04614,0.0680881,0.0316344,-0.0250608
50.042,1.04614,0.0667112,0.0305042,-0.0259392
50.0863,1.04614,0.0653852,0.0293367,-0.0267425
50.1306,1.04614,0.0641118,0.0281353,-0.0274667
50.1749,1.04614,0.0628922,0.0269037,-0.0281081
50.2192,1.04614,0.0617278,0.0256455,-0.0286627
50.2635,1.04614,0.0606197,0.0243648,-0.0291266
50.3078,1.04614,0.0595688,0.0230655,-0.0294961
50.3522,1.04614,0.0585757,0.0217521,-0.0297673
50.3965,1.04614,0.0576411,0.0204289,-0.0299363
50.4408,1.04614,0.0567653,0.0191006,-0.0299993
50.4851,1.04614,0.0559483,0.0177719,-0.0299524
50.5294,1.04614,0.0551902,0.0164477,-0.0297917
50.5737,1.04614,0.0544905,0.0151333,-0.0295135
50.618,1.04614,0.0538488,0.0138339,-0.0291138
50.6623,1.04614,0.0532642,0.0125549,-0.0285887
50.7067,1.04614,0.0527357,0.0113021,-0.0279346
50.751,1.04614,0.052262,0.0100812,-0.0271474
50.7953,1.04614,0.0518417,0.0088982,-0.0262233
50.8396,1.04614,0.0514728,0.00775925,-0.0251585
50.8839,1.04614,0.0511533,0.00667067,-0.0239491
50.9282,1.04614,0.0508808,0.00563896,-0.0225912
50.9725,1.04614,0.0506526,0.00467077,-0.0210811
51.0168,1.04614,0.0504658,0.00377295,-0.0194147
51.0612,1.04614,0.0503171,0.0029525,-0.0175884
51.1055,1.04614,0.0502029,0.0022166,-0.0155982
51.1498,1.04614,0.0501193,0.00157259,-0.0134403
51.1941,1.04614,0.050062,0.00102798,-0.0111108
51.2384,1.04614,0.0500266,0.000590478,-0.00860593
51.2827,1.04614,0.050008,0.000267931,-0.00592172
51.327,1.04614,0.050001,6.83708e-05,-0.00305436
51.3713,1.04614,0.05,0,0
51.3713,1.04614,0.05,0,0
51.4118,1.04614,0.05,2.43224e-05,0.00119988
51.4522,1.04614,0.05,9.663e-05,0.00237527
51.4926,1.04613,0.05,0.000215933,0.00352617
51.533,1.04612,0.05,0.000381243,0.00465259
51.5734,1.04611,0.05,0.00059157,0.00575451
51.6138,1.04608,0.05,0.000845925,0.00683196
51.6542,1.04605,0.05,0.00114332,0.00788491
51.6946,1.04601,0.05,0.00148276,0.00891338
51.735,1.04596,0.05,0.00186326,0.00991736
51.7754,1.0459,0.05,0.00228383,0.0108968
51.8158,1.04583,0.05,0.00274348,0.0118519
51.8562,1.04574,0.05,0.00324123,0.0127824
51.8966,1.04564,0.05,0.00377607,0.0136884
51.937,1.04553,0.05,0.00434703,0.0145699
51.9774,1.04539,0.05,0.00495311,0.015427
52.0178,1.04524,0.05,0.00559333,0.0162596
52.0582,1.04508,0.05,0.00626669,0.0170676
52.0986,1.04489,0.05,0.0069722,0.0178512
52.139,1.04469,0.05,0.00770888,0.0186103
52.1794,1.04446,0.05,0.00847574,0.019345
52.2198,1.04421,0.05,0.00927178,0.0200551
52.2602,1.04394,0.05,0.010096,0.0207407
52.3006,1.04365,0.05,0.0109475,0.0214019
52.341,1.04334,0.05,0.0118251,0.0220386
52.3814,1.043,0.05,0.012728,0.0226507
52.4219,1.04263,0.05,0.0136552,0.0232384
52.4623,1.04224,0.05,0.0146056,0.0238017
52.5027,1.04183,0.05,0.0155782,0.0243404
52.5431,1.04139,0.05,0.0165721,0.0248546
52.5835,1.04092,0.05,0.0175863,0.0253444
52.6239,1.04042,0.05,0.0186198,0.0258096
52.6643,1.0399,0.05,0.0196716,0.0262504
52.7047,1.03934,0.05,0.0207407,0.0266667
52.7451,1.03876,0.05,0.0218262,0.0270585
52.7855,1.03815,0.05,0.022927,0.0274258
52.8259,1.03751,0.05,0.0240421,0.0277686
52.8663,1.03684,0.05,0.0251706,0.0280869
52.9067,1.03614,0.05,0.0263114,0.0283808
52.9471,1.0354,0.05,0.0274636,0.0286501
52.9875,1.03464,0.05,0.0286262,0.028895
53.0279,1.03385,0.05,0.0297982,0.0291154
53.0683,1.03302,0.05,0.0309787,0.0293113
53.1087,1.03216,0.05,0.0321665,0.0294827
53.1491,1.03127,0.05,0.0333608,0.0296296
53.1895,1.03035,0.05,0.0345605,0.0297521
53.2299,1.0294,0.05,0.0357646,0.02985
53.2703,1.02841,0.05,0.0369723,0.0299235
53.3107,1.02739,0.05,0.0381824,0.0299725
53.3511,1.02634,0.05,0.039394,0.0299969
53.3915,1.02526,0.05,0.040606,0.0299969
53.432,1.02414,0.05,0.0418176,0.0299725
53.4724,1.023,0.05,0.0430277,0.0299235
53.5128,1.02182,0.05,0.0442354,0.02985
53.5532,1.0206,0.05,0.0454395,0.0297521
53.5936,1.01936,0.05,0.0466392,0.0296296
53.634,1.01809,0.05,0.0478335,0.0294827
53.6744,1.01678,0.05,0.0490213,0.0293113
53.7148,1.01544,0.05,0.0502018,0.0291154
53.7552,1.01407,0.05,0.0513738,0.028895
53.7956,1.01267,0.05,0.0525364,0.0286501
53.836,1.01124,0.05,0.0536886,0.0283808
53.8764,1.00978,0.05,0.0548294,0.0280869
53.9168,1.00828,0.05,0.0559579,0.0277686
53.9572,1.00676,0.05,0.057073,0.0274258
53.9976,1.00521,0.05,0.0581738,0.0270585
54.038,1.00363,0.05,0.0592593,0.0266667
54.0784,1.00202,0.05,0.0603284,0.0262504
54.1188,1.00038,0.05,0.0613802,0.0258096
54.1592,0.998719,0.05,0.0624137,0.0253444
54.1996,0.997028,0.05,0.0634279,0.0248546
54.24,0.99531,0.05,0.0644218,0.0243404
54.2804,0.993566,0.05,0.0653944,0.0238017
54.3208,0.991797,0.05,0.0663448,0.0232384
54.3612,0.990003,0.05,0.067272,0.0226507
54.4016,0.988185,0.05,0.0681749,0.0220386
54.4421,0.986344,0.05,0.0690525,0.0214019
54.4825,0.98448,0.05,0.069904,0.0207407
54.5229,0.982594,0.05,0.0707282,0.0200551
54.5633,0.980686,0.05,0.0715243,0.019345
54.6037,0.978758,0.05,0.0722911,0.0186103
54.6441,0.976811,0.05,0.0730278,0.0178512
54.6845,0.974845,0.05,0.0737333,0.0170676
54.7249,0.972861,0.05,0.0744067,0.0162596
54.7653,0.970859,0.05,0.0750469,0.015427
54.8057,0.968842,0.05,0.075653,0.0145699
54.8461,0.966809,0.05,0.0762239,0.0136884
54.8865,0.964762,0.05,0.0767588,0.0127824
54.9269,0.962702,0.05,0.0772565,0.0118519
54.9673,0.96063,0.05,0.0777162,0.0108968
55.0077,0.958546,0.05,0.0781367,0.00991736
55.0481,0.956452,0.05,0.0785172,0.00891338
55.0885,0.95435,0.05,0.0788567,0.00788491
55.1289,0.952239,0.05,0.0791541,0.00683196
55.1693,0.950121,0.05,0.0794084,0.00575451
55.2097,0.947998,0.05,0.0796188,0.00465259
55.2501,0.94587,0.05,0.0797841,0.00352617
55.2905,0.94374,0.05,0.0799034,0.00237527
55.3309,0.941607,0.05,0.0799757,0.00119988
55.3713,0.939474,0.05,0.08,0
55.3713,0.939474,0.05,0.08,0
55.4192,0.935646,0.05,0.08,0
55.467,0.931818,0.05,0.08,0
55.5149,0.92799,0.05,0.08,0
55.5627,0.924163,0.05,0.08,0
55.6106,0.920335,0.05,0.08,0
55.6584,0.916507,0.05,0.08,0
55.7063,0.912679,0.05,0.08,0
55.7541,0.908852,0.05,0.08,0
55.802,0.905024,0.05,0.08,0
55.8498,0.901196,0.05,0.08,0
55.8977,0.897368,0.05,0.08,0
55.9455,0.893541,0.05,0.08,0
55.9934,0.889713,0.05,0.08,0
56.0412,0.885885,0.05,0.08,0
56.089,0.882057,0.05,0.08,0
56.1369,0.87823,0.05,0.08,0
56.1847,0.874402,0.05,0.08,0
56.2326,0.870574,0.05,0.08,0
56.2804,0.866746,0.05,0.08,0
56.3283,0.862919,0.05,0.08,0
56.3761,0.859091,0.05,0.08,0
56.424,0.855263,0.05,0.08,0
56.4718,0.851435,0.05,0.08,0
56.5197,0.847608,0.05,0.08,0
56.5675,0.84378,0.05,0.08,0
56.6154,0.839952,0.05,0.08,0
56.6632,0.836124,0.05,0.08,0
56.7111,0.832297,0.05,0.08,0
56.7589,0.828469,0.05,0.08,0
56.8068,0.824641,0.05,0.08,0
56.8546,0.820813,0.05,0.08,0
56.9024,0.816986,0.05,0.08,0
56.9503,0.813158,0.05,0.08,0
56.9981,0.80933,0.05,0.08,0
57.046,0.805502,0.05,0.08,0
57.0938,0.801675,0.05,0.08,0
57.1417,0.797847,0.05,0.08,0
57.1895,0.794019,0.05,0.08,0
57.2374,0.790191,0.05,0.08,0
57.2852,0.786364,0.05,0.08,0
57.3331,0.782536,0.05,0.08,0
57.3809,0.778708,0.05,0.08,0
57.4288,0.77488,0.05,0.08,0
57.4766,0.771053,0.05,0.08,0
57.5245,0.767225,0.05,0.08,0
57.5723,0.763397,0.05,0.08,0
57.6202,0.759569,0.05,0.08,0
57.668,0.755742,0.05,0.08,0
57.7158,0.751914,0.05,0.08,0
57.7637,0.748086,0.05,0.08,0
57.8115,0.744258,0.05,0.08,0
57.8594,0.740431,0.05,0.08,0
57.9072,0.736603,0.05,0.08,0
57.9551,0.732775,0.05,0.08,0
58.0029,0.728947,0.05,0.08,0
58.0508,0.72512,0.05,0.08,0
58.0986,0.721292,0.05,0.08,0
58.1465,0.717464,0.05,0.08,0
58.1943,0.713636,0.05,0.08,0
58.2422,0.709809,0.05,0.08,0
58.29,0.705981,0.05,0.08,0
58.3379,0.702153,0.05,0.08,0
58.3857,0.698325,0.05,0.08,0
58.4335,0.694498,0.05,0.08,0
58.4814,0.69067,0.05,0.08,0
58.5292,0.686842,0.05,0.08,0
58.5771,0.683014,0.05,0.08,0
58.6249,0.679187,0.05,0.08,0
58.6728,0.675359,0.05,0.08,0
58.7206,0.671531,0.05,0.08,0
58.7685,0.667703,0.05,0.08,0
58.8163,0.663876,0.05,0.08,0
58.8642,0.660048,0.05,0.08,0
58.912,0.65622,0.05,0.08,0
58.9599,0.652392,0.05,0.08,0
59.0077,0.648565,0.05,0.08,0
59.0556,0.644737,0.05,0.08,0
59.1034,0.640909,0.05,0.08,0
59.1513,0.637081,0.05,0.08,0
59.1991,0.633254,0.05,0.08,0
59.2469,0.629426,0.05,0.08,0
59.2948,0.625598,0.05,0.08,0
59.3426,0.62177,0.05,0.08,0
59.3905,0.617943,0.05,0.08,0
59.4383,0.614115,0.05,0.08,0
59.4862,0.610287,0.05,0.08,0
59.534,0.606459,0.05,0.08,0
59.5819,0.602632,0.05,0.08,0
59.6297,0.598804,0.05,0.08,0
59.6776,0.594976,0.05,0.08,0
59.7254,0.591148,0.05,0.08,0
59.7733,0.587321,0.05,0.08,0
59.8211,0.583493,0.05,0.08,0
59.869,0.579665,0.05,0.08,0
59.9168,0.575837,0.05,0.08,0
59.9646,0.57201,0.05,0.08,0
60.0125,0.568182,0.05,0.08,0
60.0603,0.564354,0.05,0.08,0
60.1082,0.560526,0.05,0.08,0
60.1082,0.558393,0.05,0.08,-0
60.1486,0.55626,0.05,0.0799757,-0.00119988
60.189,0.55413,0.05,0.0799034,-0.00237527
60.2294,0.552002,0.05,0.0797841,-0.00352617
60.2698,0.549879,0.05,0.0796188,-0.00465259
60.3102,0.547761,0.05,0.0794084,-0.00575451
60.3506,0.54565,0.05,0.0791541,-0.00683196
60.391,0.543548,0.05,0.0788567,-0.00788491
60.4314,0.541454,0.05,0.0785172,-0.00891338
60.4718,0.53937,0.05,0.0781367,-0.00991736
60.5122,0.537298,0.05,0.0777162,-0.0108968
60.5526,0.535238,0.05,0.0772565,-0.0118519
60.593,0.533191,0.05,0.0767588,-0.0127824
60.6334,0.531158,0.05,0.0762239,-0.0136884
60.6738,0.529141,0.05,0.075653,-0.0145699
60.7142,0.527139,0.05,0.0750469,-0.015427
60.7547,0.525155,0.05,0.0744067,-0.0162596
60.7951,0.523189,0.05,0.0737333,-0.0170676
60.8355,0.521242,0.05,0.0730278,-0.0178512
60.8759,0.519314,0.05,0.0722911,-0.0186103
60.9163,0.517406,0.05,0.0715243,-0.019345
60.9567,0.51552,0.05,0.0707282,-0.0200551
60.9971,0.513656,0.05,0.069904,-0.0207407
61.0375,0.511815,0.05,0.0690525,-0.0214019
61.0779,0.509997,0.05,0.0681749,-0.0220386
61.1183,0.508203,0.05,0.067272,-0.0226507
61.1587,0.506434,0.05,0.0663448,-0.0232384
61.1991,0.50469,0.05,0.0653944,-0.0238017
61.2395,0.502972,0.05,0.0644218,-0.0243404
61.2799,0.501281,0.05,0.0634279,-0.0248546
61.3203,0.499616,0.05,0.0624137,-0.0253444
61.3607,0.497979,0.05,0.0613802,-0.0258096
61.4011,0.496371,0.05,0.0603284,-0.0262504
61.4415,0.49479,0.05,0.0592593,-0.0266667
61.4819,0.493239,0.05,0.0581738,-0.0270585
61.5223,0.491717,0.05,0.057073,-0.0274258
61.5627,0.490225,0.05,0.0559579,-0.0277686
61.6031,0.488763,0.05,0.0548294,-0.0280869
61.6435,0.487331,0.05,0.0536886,-0.0283808
61.6839,0.48593,0.05,0.0525364,-0.0286501
61.7244,0.48456,0.05,0.0513738,-0.028895
61.7648,0.483222,0.05,0.0502018,-0.0291154
61.8052,0.481914,0.05,0.0490213,-0.0293113
61.8456,0.480639,0.05,0.0478335,-0.0294827
61.886,0.479395,0.05,0.0466392,-0.0296296
61.9264,0.478183,0.05,0.0454395,-0.0297521
61.9668,0.477004,0.05,0.0442354,-0.02985
62.0072,0.475856,0.05,0.0430277,-0.0299235
62.0476,0.474741,0.05,0.0418176,-0.0299725
62.088,0.473658,0.05,0.040606,-0.0299969
62.1284,0.472608,0.05,0.039394,-0.0299969
62.1688,0.47159,0.05,0.0381824,-0.0299725
62.2092,0.470604,0.05,0.0369723,-0.0299235
62.2496,0.46965,0.05,0.0357646,-0.02985
62.29,0.468728,0.05,0.0345605,-0.0297521
62.3304,0.467839,0.05,0.0333608,-0.0296296
62.3708,0.466981,0.05,0.0321665,-0.0294827
62.4112,0.466155,0.05,0.0309787,-0.0293113
62.4516,0.46536,0.05,0.0297982,-0.0291154
62.492,0.464597,0.05,0.0286262,-0.028895
62.5324,0.463864,0.05,0.0274636,-0.0286501
62.5728,0.463163,0.05,0.0263114,-0.0283808
62.6132,0.462492,0.05,0.0251706,-0.0280869
62.6536,0.461851,0.05,0.0240421,-0.0277686
62.694,0.461239,0.05,0.022927,-0.0274258
62.7345,0.460657,0.05,0.0218262,-0.0270585
62.7749,0.460104,0.05,0.0207407,-0.0266667
62.8153,0.459579,0.05,0.0196716,-0.0262504
62.8557,0.459083,0.05,0.0186198,-0.0258096
62.8961,0.458614,0.05,0.0175863,-0.0253444
62.9365,0.458172,0.05,0.0165721,-0.0248546
62.9769,0.457757,0.05,0.0155782,-0.0243404
63.0173,0.457367,0.05,0.0146056,-0.0238017
63.0577,0.457003,0.05,0.0136552,-0.0232384
63.0981,0.456664,0.05,0.012728,-0.0226507
63.1385,0.456348,0.05,0.0118251,-0.0220386
63.1789,0.456056,0.05,0.0109475,-0.0214019
63.2193,0.455787,0.05,0.010096,-0.0207407
63.2597,0.45554,0.05,0.00927178,-0.0200551
63.3001,0.455314,0.05,0.00847574,-0.019345
63.3405,0.455108,0.05,0.00770888,-0.0186103
63.3809,0.454922,0.05,0.0069722,-0.0178512
63.4213,0.454755,0.05,0.00626669,-0.0170676
63.4617,0.454606,0.05,0.00559333,-0.0162596
63.5021,0.454474,0.05,0.00495311,-0.015427
63.5425,0.454358,0.05,0.00434703,-0.0145699
63.5829,0.454257,0.05,0.00377607,-0.0136884
63.6233,0.454171,0.05,0.00324123,-0.0127824
63.6637,0.454098,0.05,0.00274348,-0.0118519
63.7041,0.454037,0.05,0.00228383,-0.0108968
63.7446,0.453987,0.05,0.00186326,-0.00991736
63.785,0.453948,0.05,0.00148276,-0.00891338
63.8254,0.453917,0.05,0.00114332,-0.00788491
63.8658,0.453895,0.05,0.000845925,-0.00683196
63.9062,0.453879,0.05,0.00059157,-0.00575451
63.9466,0.453869,0.05,0.000381243,-0.00465259
63.987,0.453863,0.05,0.000215933,-0.00352617
64.0274,0.45386,0.05,9.663e-05,-0.00237527
64.0678,0.45386,0.05,2.43224e-05,-0.00119988
64.1082,0.45386,0.05,0,-0
